genome	name1	name2	coverage_overlap	compared_bases_count	consensus_SNPs	population_SNPs	popANI	conANI	percent_compared
bin120.fa	BL090113.clean.bam	SO121212.clean.bam	0.5496396589058066	464505	525	0	1.0	0.9988697645881099	0.5409070371888508
bin120.fa	BL090113.clean.bam	SO130115.clean.bam	0.6080229499561495	514376	689	7	0.9999863912779756	0.9986605129321742	0.598980846623938
bin120.fa	BL090113.clean.bam	SO140113.clean.bam	0.9996470143888035	857832	512	0	1.0	0.999403146536851	0.9989286778953644
bin120.fa	BL090113.clean.bam	SO140224.clean.bam	0.770283304509187	657905	655	0	1.0	0.9990044155311177	0.7661175752720226
bin120.fa	BL090113.clean.bam	SO150108.clean.bam	0.8646050026683381	740302	693	0	1.0	0.9990638955453315	0.8620672790281712
bin120.fa	BL090113.clean.bam	SO150122.clean.bam	0.5851288737473662	494627	515	0	1.0	0.9989588113871665	0.5759835202712774
bin120.fa	BL090113.clean.bam	SO150309.clean.bam	0.9979517035660518	856243	608	0	1.0	0.9992899212022756	0.997078318303771
bin120.fa	BL090113.clean.bam	SO150413.clean.bam	0.9992440423175877	857386	592	0	1.0	0.9993095291968845	0.9984093195707259
bin120.fa	BL090113.clean.bam	SO151109.clean.bam	0.922671249975907	790639	776	3	0.9999962056007862	0.9990185154033636	0.9206837363988672
bin120.fa	BL090113.clean.bam	SO151214.clean.bam	0.999535416875823	857878	590	0	1.0	0.9993122565213235	0.9989822440005962
bin120.fa	BL090210.clean.bam	BL090317.clean.bam	0.9922197886756806	851175	621	0	1.0	0.9992704203013482	0.9911767308838874
bin120.fa	BL090210.clean.bam	BL090421.clean.bam	0.9256362546012823	793205	580	0	1.0	0.999268789278938	0.9236717934863616
bin120.fa	BL090210.clean.bam	BL091105.clean.bam	0.9991711951972727	857669	418	0	1.0	0.9995126324957531	0.9987388675659562
bin120.fa	BL090210.clean.bam	BL091222.clean.bam	0.9992253028286457	857426	513	0	1.0	0.9994016976392132	0.9984558987926666
bin120.fa	BL090210.clean.bam	BL100120.clean.bam	0.9987800553280546	856983	583	0	1.0	0.9993197064585878	0.9979400339096736
bin120.fa	BL090210.clean.bam	BL100217.clean.bam	0.9987875367527158	856865	612	0	1.0	0.9992857684699457	0.9978026252049486
bin120.fa	BL090210.clean.bam	BL100525.clean.bam	0.8417527516335503	718803	682	0	1.0	0.9990512003984402	0.8370321117156059
bin120.fa	BL090210.clean.bam	BL101019.clean.bam	0.676621523848305	571470	563	0	1.0	0.9990148214254466	0.6654656990609629
bin120.fa	BL090210.clean.bam	BL101116.clean.bam	0.9647412096586467	827233	777	0	1.0	0.9990607241248838	0.9632967375912953
bin120.fa	BL090210.clean.bam	BL101214.clean.bam	0.9990773662473852	857271	614	2	0.9999976670154479	0.9992837737424921	0.9982754043076465
bin120.fa	BL090210.clean.bam	BL110112.clean.bam	0.9991695880837738	857417	622	0	1.0	0.999274565351515	0.9984454184677299
bin120.fa	BL090210.clean.bam	BL110208.clean.bam	0.9969025001418658	855282	672	0	1.0	0.9992142942327794	0.9959592524966463
bin120.fa	BL090210.clean.bam	BL110314.clean.bam	0.9987993126606314	856970	620	1	0.9999988330980081	0.9992765207650209	0.9979248956625428
bin120.fa	BL090210.clean.bam	BL111129.clean.bam	0.9990050623599916	857442	564	0	1.0	0.9993422295618829	0.9984745304814429
bin120.fa	BL090210.clean.bam	BL111219.clean.bam	0.9992218614583958	857386	537	0	1.0	0.9993736776667685	0.9984093195707259
bin120.fa	BL090210.clean.bam	BL120110.clean.bam	0.9992079505139115	857541	526	1	0.9999988338749984	0.9993866182491566	0.998589814055746
bin120.fa	BL090210.clean.bam	BL120214.clean.bam	0.9992450490652668	857466	535	0	1.0	0.9993760685554879	0.9985024780146072
bin120.fa	BL090210.clean.bam	BL120411.clean.bam	0.9471042756841762	811799	1549	5	0.9999938408399124	0.9980918922048438	0.9453241448054852
bin120.fa	BL090210.clean.bam	BL121106.clean.bam	0.9842251332667276	844374	673	0	1.0	0.9992029598258592	0.9832570986734238
bin120.fa	BL090210.clean.bam	BL121211.clean.bam	0.9993407288128261	857604	516	0	1.0	0.9993983237018484	0.9986631763303025
bin120.fa	BL090210.clean.bam	BL130115.clean.bam	0.9983540242942837	856639	579	1	0.9999988326471244	0.9993241026850284	0.9975394526009838
bin120.fa	BL090210.clean.bam	BL130206.clean.bam	0.999203332372983	857517	482	1	0.9999988338423611	0.9994379120180708	0.9985618665225816
bin120.fa	BL090210.clean.bam	BL130312.clean.bam	0.9929263891383617	851749	684	0	1.0	0.9991969465182818	0.991845142718736
bin120.fa	BL090210.clean.bam	BL131105.clean.bam	0.9908512822631008	850106	651	0	1.0	0.9992342131451842	0.9899319011775227
bin120.fa	BL090210.clean.bam	BL131204.clean.bam	0.9992590594790077	857410	524	0	1.0	0.9993888571395249	0.9984372671038902
bin120.fa	BL090210.clean.bam	BL140114.clean.bam	0.9955653570884372	854202	591	0	1.0	0.9993081261809268	0.994701613504248
bin120.fa	BL090210.clean.bam	BL140211.clean.bam	0.9992662317837849	857490	530	1	0.999998833805642	0.9993819169902856	0.9985304255477716
bin120.fa	BL090210.clean.bam	BL140310.clean.bam	0.9931351726708466	852077	605	0	1.0	0.9992899702726397	0.9922270923386496
bin120.fa	BL090210.clean.bam	BL140407.clean.bam	0.8270135413520865	705064	636	0	1.0	0.9990979542282686	0.821033313459532
bin120.fa	BL090210.clean.bam	BL141216.clean.bam	0.9989212064316237	857070	642	1	0.9999988332341583	0.9992509363295881	0.9980413437173945
bin120.fa	BL090210.clean.bam	BL150113.clean.bam	0.9992883503452716	857605	550	0	1.0	0.9993586791121787	0.9986643408108511
bin120.fa	BL090210.clean.bam	BL150210.clean.bam	0.9989692442390363	857225	610	0	1.0	0.9992884015281869	0.9982218382024146
bin120.fa	BL090210.clean.bam	BL150310.clean.bam	0.9991089177529802	857391	586	0	1.0	0.9993165311975516	0.9984151419734685
bin120.fa	BL090210.clean.bam	BL150707.clean.bam	0.989418005202851	848789	662	0	1.0	0.9992200652930233	0.988398280295126
bin120.fa	BL090210.clean.bam	BL151110.clean.bam	0.9727266937400573	834307	745	0	1.0	0.9991070433305725	0.971534272991504
bin120.fa	BL090210.clean.bam	BL151215.clean.bam	0.9992977125755675	857667	559	1	0.9999988340463141	0.9993482318895329	0.9987365386048591
bin120.fa	BL090210.clean.bam	SO090105.clean.bam	0.9992242010756088	857367	465	0	1.0	0.9994576418266623	0.9983871944403041
bin120.fa	BL090210.clean.bam	SO090209.clean.bam	0.998502662734971	856696	511	0	1.0	0.999403522369662	0.9976058279922492
bin120.fa	BL090210.clean.bam	SO090323.clean.bam	0.9961935273307835	854683	537	0	1.0	0.9993716968747477	0.9952617286480847
bin120.fa	BL090210.clean.bam	SO091116.clean.bam	0.9992872143934853	857683	450	1	0.9999988340680648	0.9994753306291485	0.9987551702936354
bin120.fa	BL090210.clean.bam	SO091216.clean.bam	0.9992707816376938	857529	508	0	1.0	0.999407600209439	0.9985758402891638
bin120.fa	BL090210.clean.bam	SO100111.clean.bam	0.9984689408872842	856645	581	0	1.0	0.9993217727296605	0.9975464394842749
bin120.fa	BL090210.clean.bam	SO100215.clean.bam	0.914998479359415	783771	692	0	1.0	0.9991170890476938	0.912686083991653
bin120.fa	BL090210.clean.bam	SO100315.clean.bam	0.9991738456427828	857353	550	0	1.0	0.9993584906100521	0.9983708917126248
bin120.fa	BL090210.clean.bam	SO101027.clean.bam	0.995386730066976	853831	677	0	1.0	0.999207103044982	0.9942695912207482
bin120.fa	BL090210.clean.bam	SO101115.clean.bam	0.9993650883491626	857581	573	1	0.9999988339293897	0.9993318415403326	0.9986363932776867
bin120.fa	BL090210.clean.bam	SO101206.clean.bam	0.9989088787010723	857169	648	0	1.0	0.9992440230572968	0.9981566272916977
bin120.fa	BL090210.clean.bam	SO110117.clean.bam	0.999326736948354	857612	562	0	1.0	0.9993446920052425	0.9986724921746907
bin120.fa	BL090210.clean.bam	SO110207.clean.bam	0.9918171365634992	850778	608	0	1.0	0.999285359988152	0.9907144321061261
bin120.fa	BL090210.clean.bam	SO110309.clean.bam	0.9952916010957672	853840	654	0	1.0	0.9992340485336831	0.9942800715456849
bin120.fa	BL090210.clean.bam	SO111123.clean.bam	0.9993138855989762	857580	506	0	1.0	0.9994099675831992	0.9986352287971382
bin120.fa	BL090210.clean.bam	SO111206.clean.bam	0.9993126550930289	857581	505	0	1.0	0.9994111343418289	0.9986363932776867
bin120.fa	BL090210.clean.bam	SO121212.clean.bam	0.5496089563802012	464418	478	1	0.9999978467673518	0.9989707547941725	0.5408057273811299
bin120.fa	BL090210.clean.bam	SO130115.clean.bam	0.6081097692940739	514373	654	8	0.9999844470841199	0.998728549126801	0.5989773531822924
bin120.fa	BL090210.clean.bam	SO140113.clean.bam	0.999255595057902	857528	485	0	1.0	0.9994344208002538	0.9985746758086153
bin120.fa	BL090210.clean.bam	SO140224.clean.bam	0.7704391829583046	657895	601	1	0.999998480000608	0.9990864803654078	0.7661059304665375
bin120.fa	BL090210.clean.bam	SO150108.clean.bam	0.8649565271298061	740345	657	1	0.999998649278377	0.9991125758936712	0.8621173516917573
bin120.fa	BL090210.clean.bam	SO150122.clean.bam	0.5852614171625695	494644	492	2	0.9999959566880423	0.9990053452584081	0.5760033164406022
bin120.fa	BL090210.clean.bam	SO150309.clean.bam	0.9977862853218027	856036	603	0	1.0	0.9992955903723675	0.9968372708302281
bin120.fa	BL090210.clean.bam	SO150413.clean.bam	0.9988385814961204	857076	563	0	1.0	0.9993431154296701	0.9980483306006857
bin120.fa	BL090210.clean.bam	SO151109.clean.bam	0.9229357407956748	790642	751	1	0.9999987352050612	0.9990501390009637	0.9206872298405128
bin120.fa	BL090210.clean.bam	SO151214.clean.bam	0.9993371809428925	857657	614	0	1.0	0.9992840960896955	0.998724893799374
bin120.fa	BL090317.clean.bam	BL090421.clean.bam	0.9230018104712537	788926	732	1	0.9999987324539944	0.9990721563239138	0.9186889812192577
bin120.fa	BL090317.clean.bam	BL091105.clean.bam	0.9918405822436244	851346	528	0	1.0	0.9993798056254449	0.9913758570576837
bin120.fa	BL090317.clean.bam	BL091222.clean.bam	0.9923342173377169	851293	609	0	1.0	0.9992846176345864	0.9913141395886124
bin120.fa	BL090317.clean.bam	BL100120.clean.bam	0.9921334614865741	850954	667	0	1.0	0.9992161738472349	0.990919380682665
bin120.fa	BL090317.clean.bam	BL100217.clean.bam	0.9919437202355308	850752	711	0	1.0	0.999164268788084	0.9906841556118646
bin120.fa	BL090317.clean.bam	BL100525.clean.bam	0.841197008951044	715588	776	1	0.9999986025478348	0.9989155771197952	0.8332883067521241
bin120.fa	BL090317.clean.bam	BL101019.clean.bam	0.6778009841503964	569409	602	9	0.9999841941381327	0.9989427634617647	0.6630657046504695
bin120.fa	BL090317.clean.bam	BL101116.clean.bam	0.9624618185763276	823099	838	8	0.9999902806345288	0.9989818964668892	0.9584827750037264
bin120.fa	BL090317.clean.bam	BL101214.clean.bam	0.992294988580129	851185	720	0	1.0	0.9991541204321035	0.9911883756893725
bin120.fa	BL090317.clean.bam	BL110112.clean.bam	0.9921178304382363	851215	667	0	1.0	0.9992164141844305	0.991223310105828
bin120.fa	BL090317.clean.bam	BL110208.clean.bam	0.9914309413041059	849757	803	2	0.9999976463859668	0.9990550239656749	0.9895254974660903
bin120.fa	BL090317.clean.bam	BL110314.clean.bam	0.9920128720764105	850882	740	0	1.0	0.999130314191627	0.9908355380831718
bin120.fa	BL090317.clean.bam	BL111129.clean.bam	0.9920451640669442	851278	676	0	1.0	0.9992058998353065	0.9912966723803845
bin120.fa	BL090317.clean.bam	BL111219.clean.bam	0.9922894800167423	851236	604	0	1.0	0.9992904435432712	0.9912477641973468
bin120.fa	BL090317.clean.bam	BL120110.clean.bam	0.9920366250117156	851287	630	0	1.0	0.9992599440611686	0.9913071527053212
bin120.fa	BL090317.clean.bam	BL120214.clean.bam	0.9922762557708967	851300	624	0	1.0	0.9992670034065547	0.991322290952452
bin120.fa	BL090317.clean.bam	BL120411.clean.bam	0.9456285147539507	808037	1655	8	0.9999900994632671	0.9979518264633922	0.9409433689819645
bin120.fa	BL090317.clean.bam	BL121106.clean.bam	0.9798925973738013	839340	731	4	0.9999952343507994	0.9991290776085973	0.9773951035921896
bin120.fa	BL090317.clean.bam	BL121211.clean.bam	0.9921462950338926	851340	647	0	1.0	0.9992400216129866	0.9913688701743926
bin120.fa	BL090317.clean.bam	BL130115.clean.bam	0.9917529786006688	850630	684	0	1.0	0.999195890104981	0.9905420889849456
bin120.fa	BL090317.clean.bam	BL130206.clean.bam	0.9921007408430569	851293	599	0	1.0	0.999296364471457	0.9913141395886124
bin120.fa	BL090317.clean.bam	BL130312.clean.bam	0.987514847100062	846250	757	6	0.9999929098966026	0.9991054652880355	0.9854416641824415
bin120.fa	BL090317.clean.bam	BL131105.clean.bam	0.9856855778708226	844709	736	1	0.9999988161603581	0.9991286940236224	0.983647199657177
bin120.fa	BL090317.clean.bam	BL131204.clean.bam	0.9922239040759059	851216	606	0	1.0	0.9992880772917803	0.9912244745863765
bin120.fa	BL090317.clean.bam	BL140114.clean.bam	0.9894730007625376	848406	669	2	0.9999976426380766	0.9992114624366164	0.987952284245044
bin120.fa	BL090317.clean.bam	BL140211.clean.bam	0.9921777552290256	851272	644	0	1.0	0.9992434850435583	0.9912896854970935
bin120.fa	BL090317.clean.bam	BL140310.clean.bam	0.9884205261968394	846877	700	2	0.999997638381961	0.9991734336863559	0.9861717934863616
bin120.fa	BL090317.clean.bam	BL140407.clean.bam	0.8272010646024185	702223	705	5	0.9999928797547218	0.9989960454157725	0.8177250242211954
bin120.fa	BL090317.clean.bam	BL141216.clean.bam	0.9924060828240487	851099	738	0	1.0	0.9991328858334929	0.9910882303622001
bin120.fa	BL090317.clean.bam	BL150113.clean.bam	0.9921045745439476	851346	638	0	1.0	0.9992505984640793	0.9913758570576837
bin120.fa	BL090317.clean.bam	BL150210.clean.bam	0.9925005598319913	851274	650	0	1.0	0.9992364385614972	0.9912920144581905
bin120.fa	BL090317.clean.bam	BL150310.clean.bam	0.9922605940226769	851276	678	0	1.0	0.9992035485553451	0.9912943434192876
bin120.fa	BL090317.clean.bam	BL150707.clean.bam	0.9851075136232796	843763	753	1	0.9999988148330752	0.9991075693055989	0.9825456010582799
bin120.fa	BL090317.clean.bam	BL151110.clean.bam	0.9697408444768213	829856	805	4	0.9999951798866309	0.9990299521844754	0.9663511700700551
bin120.fa	BL090317.clean.bam	BL151215.clean.bam	0.991970292846503	851346	669	0	1.0	0.9992141855367853	0.9913758570576837
bin120.fa	BL090317.clean.bam	SO090105.clean.bam	0.9923819167734128	851255	579	0	1.0	0.9993198277836841	0.9912698893277687
bin120.fa	BL090317.clean.bam	SO090209.clean.bam	0.9923280572763714	850872	610	0	1.0	0.9992830884081272	0.9908238932776867
bin120.fa	BL090317.clean.bam	SO090323.clean.bam	0.990311647677339	848981	642	2	0.9999976442346766	0.9992437993311982	0.9886218605604412
bin120.fa	BL090317.clean.bam	SO091116.clean.bam	0.9919225735978722	851346	524	0	1.0	0.9993845040676763	0.9913758570576837
bin120.fa	BL090317.clean.bam	SO091216.clean.bam	0.9921849770653691	851312	613	0	1.0	0.9992799349709625	0.9913362647190341
bin120.fa	BL090317.clean.bam	SO100111.clean.bam	0.9923376592452434	850839	676	0	1.0	0.9992054901103499	0.9907854654195857
bin120.fa	BL090317.clean.bam	SO100215.clean.bam	0.9134463693543725	779968	770	5	0.999993589480594	0.9990127800114876	0.9082575644656432
bin120.fa	BL090317.clean.bam	SO100315.clean.bam	0.9924156402293285	851278	675	0	1.0	0.999207074539692	0.9912966723803845
bin120.fa	BL090317.clean.bam	SO101027.clean.bam	0.9896293486732016	848182	790	2	0.9999976420155108	0.9990685961267747	0.9876914406021762
bin120.fa	BL090317.clean.bam	SO101115.clean.bam	0.9921225550622215	851297	670	0	1.0	0.9992129656277421	0.9913187975108064
bin120.fa	BL090317.clean.bam	SO101206.clean.bam	0.991862634003618	850968	726	0	1.0	0.9991468539357532	0.9909356834103443
bin120.fa	BL090317.clean.bam	SO110117.clean.bam	0.992122146114511	851344	678	0	1.0	0.9992036121708734	0.9913735280965866
bin120.fa	BL090317.clean.bam	SO110207.clean.bam	0.9865424565121513	845331	734	0	1.0	0.9991317010733074	0.9843715065583545
bin120.fa	BL090317.clean.bam	SO110309.clean.bam	0.9894332731361618	848148	806	1	0.9999988209604928	0.9990496941571518	0.9876518482635266
bin120.fa	BL090317.clean.bam	SO111123.clean.bam	0.9921812074489302	851343	615	0	1.0	0.9992776119613364	0.9913723636160382
bin120.fa	BL090317.clean.bam	SO111206.clean.bam	0.9921515774649139	851332	590	0	1.0	0.9993069683742652	0.9913595543300044
bin120.fa	BL090317.clean.bam	SO121212.clean.bam	0.5506776213400831	462715	553	7	0.9999848718973883	0.9988048798936711	0.5388226170070055
bin120.fa	BL090317.clean.bam	SO130115.clean.bam	0.6093114505102897	512578	705	15	0.9999707361611306	0.9986245995731381	0.5968871105977046
bin120.fa	BL090317.clean.bam	SO140113.clean.bam	0.9922043943601437	851326	634	0	1.0	0.9992552794111774	0.9913525674467134
bin120.fa	BL090317.clean.bam	SO140224.clean.bam	0.7706067992170369	655199	667	5	0.9999923687307215	0.9989819886782489	0.7629664909077358
bin120.fa	BL090317.clean.bam	SO150108.clean.bam	0.8644079629725883	737122	716	6	0.9999918602348051	0.9990286546867412	0.8583642308838874
bin120.fa	BL090317.clean.bam	SO150122.clean.bam	0.586464983284407	492971	534	12	0.9999756577973147	0.9989167719805019	0.5740551404829334
bin120.fa	BL090317.clean.bam	SO150309.clean.bam	0.9916761119036317	850237	696	0	1.0	0.999181404714215	0.9900844481293785
bin120.fa	BL090317.clean.bam	SO150413.clean.bam	0.9922933295361972	851091	651	0	1.0	0.999235099419451	0.9910789145178119
bin120.fa	BL090317.clean.bam	SO151109.clean.bam	0.9211999738536044	786789	810	7	0.999991103078462	0.9989704990791686	0.9162004862870771
bin120.fa	BL090317.clean.bam	SO151214.clean.bam	0.992020860813895	851341	681	0	1.0	0.9992000855121508	0.9913700346549411
bin120.fa	BL090421.clean.bam	BL091105.clean.bam	0.9249406932923264	793208	582	0	1.0	0.9992662706377142	0.9236752869280072
bin120.fa	BL090421.clean.bam	BL091222.clean.bam	0.9255177753494302	793207	644	0	1.0	0.999188106005116	0.9236741224474586
bin120.fa	BL090421.clean.bam	BL100120.clean.bam	0.9255734630391224	792987	662	1	0.999998738945279	0.9991651817747328	0.923417936726785
bin120.fa	BL090421.clean.bam	BL100217.clean.bam	0.9257554203403295	792961	736	0	1.0	0.9990718332931885	0.9233876602325235
bin120.fa	BL090421.clean.bam	BL100525.clean.bam	0.8062300999669852	672246	743	10	0.999985124493117	0.9988947498386007	0.7828173908183038
bin120.fa	BL090421.clean.bam	BL101019.clean.bam	0.6579847365198125	535236	629	11	0.9999794483181251	0.9988248174636982	0.6232719108660009
bin120.fa	BL090421.clean.bam	BL101116.clean.bam	0.9092932485254034	771119	846	10	0.9999870318329597	0.9989028930683851	0.897953076091817
bin120.fa	BL090421.clean.bam	BL101214.clean.bam	0.925519757269982	793123	704	0	1.0	0.9991123697081032	0.9235763060813832
bin120.fa	BL090421.clean.bam	BL110112.clean.bam	0.9253830104962747	793167	712	0	1.0	0.9991023328000282	0.923627543225518
bin120.fa	BL090421.clean.bam	BL110208.clean.bam	0.9259059818126323	792266	767	1	0.9999987377976589	0.9990318908043511	0.9225783462513042
bin120.fa	BL090421.clean.bam	BL110314.clean.bam	0.9256280117886534	792993	715	0	1.0	0.999098352696682	0.923424923610076
bin120.fa	BL090421.clean.bam	BL111129.clean.bam	0.9252928059529089	793203	692	0	1.0	0.9991275877675703	0.9236694645252645
bin120.fa	BL090421.clean.bam	BL111219.clean.bam	0.9254962381739485	793171	626	0	1.0	0.9992107628745882	0.923632201147712
bin120.fa	BL090421.clean.bam	BL120110.clean.bam	0.9252363730000903	793197	640	0	1.0	0.9991931386528189	0.9236624776419735
bin120.fa	BL090421.clean.bam	BL120214.clean.bam	0.9254193782711267	793201	651	0	1.0	0.9991792748622355	0.9236671355641676
bin120.fa	BL090421.clean.bam	BL120411.clean.bam	0.8920175177426017	755768	1575	21	0.9999722136952081	0.997916027140604	0.8800771351915337
bin120.fa	BL090421.clean.bam	BL121106.clean.bam	0.9178857966257381	783367	708	4	0.9999948938364777	0.999096209056547	0.9122156338500522
bin120.fa	BL090421.clean.bam	BL121211.clean.bam	0.925233613824613	793206	638	0	1.0	0.9991956692208581	0.9236729579669101
